分组	标准名	编号	批准日期	文号	发布单位	官方链接	全文PDF	红头PDF	附件	备注
轨道交通与地下工程	城市地下综合体设计标准		2026-03-02	沪建标定〔2025〕636 号	上海市住房和城乡建设管理委员会	https://zjw.sh.gov.cn/jsgl/20260302/c3f6d3a60d194810bf9106c58c51e028.html			https://zjw.sh.gov.cn/cmsres/55/558c4d0ffb65440aae6908639a0c065c/e04dd2dfd4171c1d4d6ce631f63bdf9b.pdf	新批准，现行标准栏目未收录
规划与不动产	上海市不动产登记技术规定		2026-02-14	沪规划资源规〔2026〕1号	上海市规划和自然资源局	https://www.shanghai.gov.cn/zhengce/detail?businessId=db31db6e49e0416583d048531bfa5c8e&siteId=0032		https://www.shanghai.gov.cn/gwk/resource/file?pathname=2/0032/89/89d5eace8d7b4da49237d97fa90fbb91/6b271ed426dd1619760a8412288eaca6.pdf&filename=%E5%85%B3%E4%BA%8E%E5%8D%B0%E5%8F%91%E3%80%8A%E4%B8%8A%E6%B5%B7%E5%B8%82%E4%B8%8D%E5%8A%A8%E4%BA%A7%E7%99%BB%E8%AE%B0%E6%8A%80%E6%9C%AF%E8%A7%84%E5%AE%9A%E3%80%8B%E7%9A%84%E9%80%9A%E7%9F%A5.pdf	https://www.shanghai.gov.cn/gwk/resource/file?pathname=2/0032/26/2612779d7807474e863cebb9b8a8360f/86a4b2e6247b58a2ee94c1bda35f9723.pdf&filename=%E9%99%84%E4%BB%B6%EF%BC%9A%E4%B8%8A%E6%B5%B7%E5%B8%82%E4%B8%8D%E5%8A%A8%E4%BA%A7%E7%99%BB%E8%AE%B0%E6%8A%80%E6%9C%AF%E8%A7%84%E5%AE%9A%EF%BC%882026%E7%89%88%EF%BC%89.pdf	新批准，现行标准栏目未收录
绿色建筑与节能	绿色建筑检测技术标准	DG/TJ08-2199-2016	2025-12-23	沪建标定〔2025〕528 号	上海市住房和城乡建设管理委员会	https://zjw.sh.gov.cn/jsgl/20251223/bd90238f327e43f9b94fd603f834f045.html	https://zjw.sh.gov.cn/shsd/userfiles/2199绿色建筑检测技术标准20161206142208.pdf		https://zjw.sh.gov.cn/cmsres/4a/4add44fd168540b58375197a47e4f6a7/b80791aa8c389e36eb5f8dc5f0058ce6.pdf	现行标准栏目已收录/实施 2016-10-01
装配式与外围护	装配式混凝土居住建筑设计标准		2025-12-12	沪建标定〔2025〕613号	上海市住房和城乡建设管理委员会	https://www.shanghai.gov.cn/zhengce/detail?businessId=2bddab68d3ef4d8ea8eb37b9aab40950&siteId=0011		https://www.shanghai.gov.cn/gwk/resource/file?pathname=2/0011/10/109080e1d49046f4afcb26915fa1f101/b80791aa8c389e36eb5f8dc5f0058ce6.pdf&filename=%E4%B8%8A%E6%B5%B7%E5%B8%82%E4%BD%8F%E6%88%BF%E5%92%8C%E5%9F%8E%E4%B9%A1%E5%BB%BA%E8%AE%BE%E7%AE%A1%E7%90%86%E5%A7%94%E5%91%98%E4%BC%9A%E5%85%B3%E4%BA%8E%E6%89%B9%E5%87%86%E3%80%8A%E8%A3%85%E9%85%8D%E5%BC%8F%E6%B7%B7%E5%87%9D%E5%9C%9F%E5%B1%85%E4%BD%8F%E5%BB%BA%E7%AD%91%E8%AE%BE%E8%AE%A1%E6%A0%87%E5%87%86%E3%80%8B%E4%B8%BA%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%B7%A5%E7%A8%8B%E5%BB%BA%E8%AE%BE%E8%A7%84%E8%8C%83%E7%9A%84%E9%80%9A%E7%9F%A5.pdf		新批准，现行标准栏目未收录
设备与智能化	城市轨道交通通信传输系统技术标准		2025-11-14	沪建标定〔2025〕567号	上海市住房和城乡建设管理委员会	https://www.shanghai.gov.cn/zhengce/detail?businessId=379c65d02a4645b39dec93e517e4376c&siteId=0011		https://www.shanghai.gov.cn/gwk/resource/file?pathname=2/0011/62/62847b2b57ce4c31b1f18c5b230794d8/b80791aa8c389e36eb5f8dc5f0058ce6.pdf&filename=%E4%B8%8A%E6%B5%B7%E5%B8%82%E4%BD%8F%E6%88%BF%E5%92%8C%E5%9F%8E%E4%B9%A1%E5%BB%BA%E8%AE%BE%E7%AE%A1%E7%90%86%E5%A7%94%E5%91%98%E4%BC%9A%E5%85%B3%E4%BA%8E%E6%89%B9%E5%87%86%E3%80%8A%E5%9F%8E%E5%B8%82%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A%E9%80%9A%E4%BF%A1%E4%BC%A0%E8%BE%93%E7%B3%BB%E7%BB%9F%E6%8A%80%E6%9C%AF%E6%A0%87%E5%87%86%E3%80%8B%E4%B8%BA%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%B7%A5%E7%A8%8B%E5%BB%BA%E8%AE%BE%E8%A7%84%E8%8C%83%E7%9A%84%E9%80%9A%E7%9F%A5.pdf		新批准，现行标准栏目未收录
市政与道路	城市客运交通枢纽设计标准		2025-11-12	沪建标定〔2025〕515 号	上海市住房和城乡建设管理委员会	https://zjw.sh.gov.cn/jsgl/20251112/73fc5c4cbaac4a6287df90f39e6267f1.html			https://zjw.sh.gov.cn/cmsres/54/54a826a474554f0697aa95495bc3dad0/b80791aa8c389e36eb5f8dc5f0058ce6.pdf	新批准，现行标准栏目未收录
设备与智能化	建筑信息模型技术应用标准（民用建筑工程）		2025-11-12	沪建标定〔2025〕458 号	上海市住房和城乡建设管理委员会	https://zjw.sh.gov.cn/jsgl/20251112/be2e8cb2a76d4f7885d80ac8f102fbe1.html			https://zjw.sh.gov.cn/cmsres/59/59678f3d0f754312a406b8f6fd899660/b80791aa8c389e36eb5f8dc5f0058ce6.pdf	新批准，现行标准栏目未收录
结构与抗震	高层建筑钢结构设计标准		2025-11-10	沪建标定〔2025〕562号	上海市住房和城乡建设管理委员会	https://www.shanghai.gov.cn/zhengce/detail?businessId=9abd25d61f2d4a729aba30d897f34515&siteId=0011		https://www.shanghai.gov.cn/gwk/resource/file?pathname=2/0011/e7/e7c30ce9f2c9471c80433084e605afc9/b80791aa8c389e36eb5f8dc5f0058ce6.pdf&filename=%E4%B8%8A%E6%B5%B7%E5%B8%82%E4%BD%8F%E6%88%BF%E5%92%8C%E5%9F%8E%E4%B9%A1%E5%BB%BA%E8%AE%BE%E7%AE%A1%E7%90%86%E5%A7%94%E5%91%98%E4%BC%9A%E5%85%B3%E4%BA%8E%E6%89%B9%E5%87%86%E3%80%8A%E9%AB%98%E5%B1%82%E5%BB%BA%E7%AD%91%E9%92%A2%E7%BB%93%E6%9E%84%E8%AE%BE%E8%AE%A1%E6%A0%87%E5%87%86%E3%80%8B%E4%B8%BA%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%B7%A5%E7%A8%8B%E5%BB%BA%E8%AE%BE%E8%A7%84%E8%8C%83%E7%9A%84%E9%80%9A%E7%9F%A5.pdf		新批准，现行标准栏目未收录
绿色建筑与节能	既有建筑改造项目节能量核定标准		2025-11-07	沪建标定〔2025〕563号	上海市住房和城乡建设管理委员会	https://www.shanghai.gov.cn/zhengce/detail?businessId=8fd47f0707bd48458f359687d08b1f09&siteId=0011		https://www.shanghai.gov.cn/gwk/resource/file?pathname=2/0011/0e/0ecb63dba3c3487fb94682266882209a/b80791aa8c389e36eb5f8dc5f0058ce6.pdf&filename=%E4%B8%8A%E6%B5%B7%E5%B8%82%E4%BD%8F%E6%88%BF%E5%92%8C%E5%9F%8E%E4%B9%A1%E5%BB%BA%E8%AE%BE%E7%AE%A1%E7%90%86%E5%A7%94%E5%91%98%E4%BC%9A%E5%85%B3%E4%BA%8E%E6%89%B9%E5%87%86%E3%80%8A%E6%97%A2%E6%9C%89%E5%BB%BA%E7%AD%91%E6%94%B9%E9%80%A0%E9%A1%B9%E7%9B%AE%E8%8A%82%E8%83%BD%E9%87%8F%E6%A0%B8%E5%AE%9A%E6%A0%87%E5%87%86%E3%80%8B%E4%B8%BA%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%B7%A5%E7%A8%8B%E5%BB%BA%E8%AE%BE%E8%A7%84%E8%8C%83%E7%9A%84%E9%80%9A%E7%9F%A5.pdf		新批准，现行标准栏目未收录
设备与智能化	民用建筑空气源热泵供热系统应用技术标准		2025-11-07	沪建标定〔2025〕560号	上海市住房和城乡建设管理委员会	https://www.shanghai.gov.cn/zhengce/detail?businessId=0cc8fc1295a94953b1219b9a3fdacbb5&siteId=0011		https://www.shanghai.gov.cn/gwk/resource/file?pathname=2/0011/f3/f3fe9e08e97542e09caf615882871bf1/b80791aa8c389e36eb5f8dc5f0058ce6.pdf&filename=%E4%B8%8A%E6%B5%B7%E5%B8%82%E4%BD%8F%E6%88%BF%E5%92%8C%E5%9F%8E%E4%B9%A1%E5%BB%BA%E8%AE%BE%E7%AE%A1%E7%90%86%E5%A7%94%E5%91%98%E4%BC%9A%E5%85%B3%E4%BA%8E%E6%89%B9%E5%87%86%E3%80%8A%E6%B0%91%E7%94%A8%E5%BB%BA%E7%AD%91%E7%A9%BA%E6%B0%94%E6%BA%90%E7%83%AD%E6%B3%B5%E4%BE%9B%E7%83%AD%E7%B3%BB%E7%BB%9F%E5%BA%94%E7%94%A8%E6%8A%80%E6%9C%AF%E6%A0%87%E5%87%86%E3%80%8B%E4%B8%BA%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%B7%A5%E7%A8%8B%E5%BB%BA%E8%AE%BE%E8%A7%84%E8%8C%83%E7%9A%84%E9%80%9A%E7%9F%A5.pdf		新批准，现行标准栏目未收录
设备与智能化	建筑信息模型技术应用标准（市政道路桥梁工程）		2025-11-07	沪建标定〔2025〕558号	上海市住房和城乡建设管理委员会	https://www.shanghai.gov.cn/zhengce/detail?businessId=73f0343aa5a340a69ed122526edecb53&siteId=0011		https://www.shanghai.gov.cn/gwk/resource/file?pathname=2/0011/12/12aa6562fc704bac91519ba27321be8d/b80791aa8c389e36eb5f8dc5f0058ce6.pdf&filename=%E4%B8%8A%E6%B5%B7%E5%B8%82%E4%BD%8F%E6%88%BF%E5%92%8C%E5%9F%8E%E4%B9%A1%E5%BB%BA%E8%AE%BE%E7%AE%A1%E7%90%86%E5%A7%94%E5%91%98%E4%BC%9A%E5%85%B3%E4%BA%8E%E6%89%B9%E5%87%86%E3%80%8A%E5%BB%BA%E7%AD%91%E4%BF%A1%E6%81%AF%E6%A8%A1%E5%9E%8B%E6%8A%80%E6%9C%AF%E5%BA%94%E7%94%A8%E6%A0%87%E5%87%86%EF%BC%88%E5%B8%82%E6%94%BF%E9%81%93%E8%B7%AF%E6%A1%A5%E6%A2%81%E5%B7%A5%E7%A8%8B%EF%BC%89%E3%80%8B%E4%B8%BA%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%B7%A5%E7%A8%8B%E5%BB%BA%E8%AE%BE%E8%A7%84%E8%8C%83%E7%9A%84%E9%80%9A%E7%9F%A5.pdf		新批准，现行标准栏目未收录
轨道交通与地下工程	道路隧道养护技术标准		2025-11-07	沪建标定〔2025〕559号	上海市住房和城乡建设管理委员会	https://www.shanghai.gov.cn/zhengce/detail?businessId=4f1d0bc280914754b76ac184ee5dfd0a&siteId=0011		https://www.shanghai.gov.cn/gwk/resource/file?pathname=2/0011/1b/1b50ba70a30a4d618cac566001511db1/b80791aa8c389e36eb5f8dc5f0058ce6.pdf&filename=%E4%B8%8A%E6%B5%B7%E5%B8%82%E4%BD%8F%E6%88%BF%E5%92%8C%E5%9F%8E%E4%B9%A1%E5%BB%BA%E8%AE%BE%E7%AE%A1%E7%90%86%E5%A7%94%E5%91%98%E4%BC%9A%E5%85%B3%E4%BA%8E%E6%89%B9%E5%87%86%E3%80%8A%E9%81%93%E8%B7%AF%E9%9A%A7%E9%81%93%E5%85%BB%E6%8A%A4%E6%8A%80%E6%9C%AF%E6%A0%87%E5%87%86%E3%80%8B%E4%B8%BA%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%B7%A5%E7%A8%8B%E5%BB%BA%E8%AE%BE%E8%A7%84%E8%8C%83%E7%9A%84%E9%80%9A%E7%9F%A5.pdf		新批准，现行标准栏目未收录
水务与海绵	上海市海绵城市建设景观设计导则		2025-10-23	沪建综规〔2025〕540号	上海市住房和城乡建设管理委员会	https://www.shanghai.gov.cn/zhengce/detail?businessId=6ef7fb25befc44a68b44f65c74d7e203&siteId=0011		https://www.shanghai.gov.cn/gwk/resource/file?pathname=2/0011/2c/2c637a2030254eedbef5f8113946ea76/81ba5d55b20b64399fe07823d8fea1ef.pdf&filename=%E4%B8%8A%E6%B5%B7%E5%B8%82%E4%BD%8F%E6%88%BF%E5%92%8C%E5%9F%8E%E4%B9%A1%E5%BB%BA%E8%AE%BE%E7%AE%A1%E7%90%86%E5%A7%94%E5%91%98%E4%BC%9A%E5%85%B3%E4%BA%8E%E5%8D%B0%E5%8F%91%E3%80%8A%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%B7%E7%BB%B5%E5%9F%8E%E5%B8%82%E5%BB%BA%E8%AE%BE%E6%99%AF%E8%A7%82%E8%AE%BE%E8%AE%A1%E5%AF%BC%E5%88%99%E3%80%8B%E7%9A%84%E9%80%9A%E7%9F%A5.pdf	https://www.shanghai.gov.cn/gwk/resource/file?pathname=2/0011/67/67bebdbfcb2c4f21a2c4d9ae89adb7cf/dcb1becd71fba3be8a41c53e4d1f7da7.pdf&filename=%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%B7%E7%BB%B5%E5%9F%8E%E5%B8%82%E5%BB%BA%E8%AE%BE%E6%99%AF%E8%A7%82%E8%AE%BE%E8%AE%A1%E5%AF%BC%E5%88%99.pdf	新批准，现行标准栏目未收录
绿色建筑与节能	绿色建筑检测技术标准	DG/TJ08-2199-2016	2025-10-17	沪建标定〔2025〕528号	上海市住房和城乡建设管理委员会	https://www.shanghai.gov.cn/zhengce/detail?businessId=01b84919ca3d41ae8f12ba0a6810da62&siteId=0011	https://zjw.sh.gov.cn/shsd/userfiles/2199绿色建筑检测技术标准20161206142208.pdf	https://www.shanghai.gov.cn/gwk/resource/file?pathname=2/0011/de/de2dfa68e5b046788e7789fdc6297c4e/b80791aa8c389e36eb5f8dc5f0058ce6.pdf&filename=%E4%B8%8A%E6%B5%B7%E5%B8%82%E4%BD%8F%E6%88%BF%E5%92%8C%E5%9F%8E%E4%B9%A1%E5%BB%BA%E8%AE%BE%E7%AE%A1%E7%90%86%E5%A7%94%E5%91%98%E4%BC%9A%E5%85%B3%E4%BA%8E%E6%89%B9%E5%87%86%E3%80%8A%E7%BB%BF%E8%89%B2%E5%BB%BA%E7%AD%91%E6%A3%80%E6%B5%8B%E6%8A%80%E6%9C%AF%E6%A0%87%E5%87%86%E3%80%8B%E4%B8%BA%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%B7%A5%E7%A8%8B%E5%BB%BA%E8%AE%BE%E8%A7%84%E8%8C%83%E7%9A%84%E9%80%9A%E7%9F%A5.pdf		现行标准栏目已收录/实施 2016-10-01
结构与抗震	箱式钢结构临时活动房		2025-10-11	沪建标定〔2025〕518号	上海市住房和城乡建设管理委员会	https://www.shanghai.gov.cn/zhengce/detail?businessId=a78f014fede8482580507953f40327c5&siteId=0011		https://www.shanghai.gov.cn/gwk/resource/file?pathname=2/0011/b2/b29018d5df4a4593a1052335dfe89c5d/b80791aa8c389e36eb5f8dc5f0058ce6.pdf&filename=%E4%B8%8A%E6%B5%B7%E5%B8%82%E4%BD%8F%E6%88%BF%E5%92%8C%E5%9F%8E%E4%B9%A1%E5%BB%BA%E8%AE%BE%E7%AE%A1%E7%90%86%E5%A7%94%E5%91%98%E4%BC%9A%E5%85%B3%E4%BA%8E%E6%89%B9%E5%87%86%E3%80%8A%E7%AE%B1%E5%BC%8F%E9%92%A2%E7%BB%93%E6%9E%84%E4%B8%B4%E6%97%B6%E6%B4%BB%E5%8A%A8%E6%88%BF%E3%80%8B%E4%B8%BA%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%BB%BA%E7%AD%91%E6%A0%87%E5%87%86%E8%AE%BE%E8%AE%A1%E7%9A%84%E9%80%9A%E7%9F%A5.pdf		新批准，现行标准栏目未收录
轨道交通与地下工程	市政地下工程施工质量验收标准	DG/TJ08-236-2013	2025-10-11	沪建标定〔2025〕519号	上海市住房和城乡建设管理委员会	https://www.shanghai.gov.cn/zhengce/detail?businessId=dba41d434c1d4a2fb343649c1eedd092&siteId=0011	https://zjw.sh.gov.cn/shsd/userfiles/337市政地下工程施工质量验收规范.pdf	https://www.shanghai.gov.cn/gwk/resource/file?pathname=2/0011/7e/7e0c14e671254db0b082386ceee6bccd/b80791aa8c389e36eb5f8dc5f0058ce6.pdf&filename=%E4%B8%8A%E6%B5%B7%E5%B8%82%E4%BD%8F%E6%88%BF%E5%92%8C%E5%9F%8E%E4%B9%A1%E5%BB%BA%E8%AE%BE%E7%AE%A1%E7%90%86%E5%A7%94%E5%91%98%E4%BC%9A%E5%85%B3%E4%BA%8E%E6%89%B9%E5%87%86%E3%80%8A%E5%B8%82%E6%94%BF%E5%9C%B0%E4%B8%8B%E5%B7%A5%E7%A8%8B%E6%96%BD%E5%B7%A5%E8%B4%A8%E9%87%8F%E9%AA%8C%E6%94%B6%E6%A0%87%E5%87%86%E3%80%8B%E4%B8%BA%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%B7%A5%E7%A8%8B%E5%BB%BA%E8%AE%BE%E8%A7%84%E8%8C%83%E7%9A%84%E9%80%9A%E7%9F%A5.pdf		现行标准栏目已收录/实施 2014-01-01
设备与智能化	建筑信息模型技术应用标准（市政给水排水工程）		2025-09-25	沪建标定〔2025〕372 号	上海市住房和城乡建设管理委员会	https://zjw.sh.gov.cn/jsgl/20250925/6ed9ec4fde1b4de1a8f70b586f63dac6.html			https://zjw.sh.gov.cn/cmsres/bf/bf4d600920f942f99474986a691eb245/b80791aa8c389e36eb5f8dc5f0058ce6.pdf	新批准，现行标准栏目未收录
轨道交通与地下工程	上海市小型综合管廊规划设计导则		2025-09-19	沪规划资源政〔2025〕367号	上海市规划和自然资源局	https://www.shanghai.gov.cn/zhengce/detail?businessId=abdb4b5471d843a3ac9403d0161270f2&siteId=0032		https://www.shanghai.gov.cn/gwk/resource/file?pathname=2/0032/0e/0ed66970445748f483ab45d4fb8b637a/097088e4bbdd5e4288c1faf619d4b477.pdf&filename=%E5%85%B3%E4%BA%8E%E5%8D%B0%E5%8F%91%E3%80%8A%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%B0%8F%E5%9E%8B%E7%BB%BC%E5%90%88%E7%AE%A1%E5%BB%8A%E8%A7%84%E5%88%92%E8%AE%BE%E8%AE%A1%E5%AF%BC%E5%88%99%E3%80%8B%E7%9A%84%E9%80%9A%E7%9F%A5.pdf	https://www.shanghai.gov.cn/gwk/resource/file?pathname=2/0032/36/36f3e63823874c5bba372fbeaf2a6b36/8a59baed8f95c3f478bd728b523f315c.pdf&filename=%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%B0%8F%E5%9E%8B%E7%BB%BC%E5%90%88%E7%AE%A1%E5%BB%8A%E8%A7%84%E5%88%92%E8%AE%BE%E8%AE%A1%E5%AF%BC%E5%88%99.pdf	新批准，现行标准栏目未收录
建筑与住区	建筑地面工程施工标准	DG/TJ08-2008-2006	2025-09-16	沪建标定〔2025〕459号	上海市住房和城乡建设管理委员会	https://www.shanghai.gov.cn/zhengce/detail?businessId=35275cc33093483c9fcd0d21658ccd59&siteId=0011	https://zjw.sh.gov.cn/shsd/userfiles/151建筑地面工程施工规程.pdf	https://www.shanghai.gov.cn/gwk/resource/file?pathname=2/0011/bd/bdbbf71d7b5a450fbf71b6fd4a5a51e1/b80791aa8c389e36eb5f8dc5f0058ce6.pdf&filename=%E4%B8%8A%E6%B5%B7%E5%B8%82%E4%BD%8F%E6%88%BF%E5%92%8C%E5%9F%8E%E4%B9%A1%E5%BB%BA%E8%AE%BE%E7%AE%A1%E7%90%86%E5%A7%94%E5%91%98%E4%BC%9A%E5%85%B3%E4%BA%8E%E6%89%B9%E5%87%86%E3%80%8A%E5%BB%BA%E7%AD%91%E5%9C%B0%E9%9D%A2%E5%B7%A5%E7%A8%8B%E6%96%BD%E5%B7%A5%E6%A0%87%E5%87%86%E3%80%8B%E4%B8%BA%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%B7%A5%E7%A8%8B%E5%BB%BA%E8%AE%BE%E8%A7%84%E8%8C%83%E7%9A%84%E9%80%9A%E7%9F%A5.pdf		现行标准栏目已收录/实施 2007-04-01
结构与抗震	轻型钢结构制作及安装验收标准	DG/TJ08-010-2018	2025-09-16	沪建标定〔2025〕460号	上海市住房和城乡建设管理委员会	https://www.shanghai.gov.cn/zhengce/detail?businessId=039be4f84d6245ef87d6f3919532c483&siteId=0011	https://zjw.sh.gov.cn/cmsres/be/bea1e7d6edb244adb8df133188768250/f092b7153d77e0a709d504196df88cda.pdf	https://www.shanghai.gov.cn/gwk/resource/file?pathname=2/0011/ba/ba212e91c06540faa1ddfc3325401c6f/b80791aa8c389e36eb5f8dc5f0058ce6.pdf&filename=%E4%B8%8A%E6%B5%B7%E5%B8%82%E4%BD%8F%E6%88%BF%E5%92%8C%E5%9F%8E%E4%B9%A1%E5%BB%BA%E8%AE%BE%E7%AE%A1%E7%90%86%E5%A7%94%E5%91%98%E4%BC%9A%E5%85%B3%E4%BA%8E%E6%89%B9%E5%87%86%E3%80%8A%E8%BD%BB%E5%9E%8B%E9%92%A2%E7%BB%93%E6%9E%84%E5%88%B6%E4%BD%9C%E5%8F%8A%E5%AE%89%E8%A3%85%E9%AA%8C%E6%94%B6%E6%A0%87%E5%87%86%E3%80%8B%E4%B8%BA%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%B7%A5%E7%A8%8B%E5%BB%BA%E8%AE%BE%E8%A7%84%E8%8C%83%E7%9A%84%E9%80%9A%E7%9F%A5.pdf		现行标准栏目已收录/实施 2018-11-01
轨道交通与地下工程	盾构隧道壁后注浆质量检测技术标准		2025-09-16	沪建标定〔2025〕461号	上海市住房和城乡建设管理委员会	https://www.shanghai.gov.cn/zhengce/detail?businessId=08b74e07f8c94ce988e4f9e0119a71d0&siteId=0011		https://www.shanghai.gov.cn/gwk/resource/file?pathname=2/0011/00/00fa85fa7acb4e53bbcc5018b63085bb/b80791aa8c389e36eb5f8dc5f0058ce6.pdf&filename=%E4%B8%8A%E6%B5%B7%E5%B8%82%E4%BD%8F%E6%88%BF%E5%92%8C%E5%9F%8E%E4%B9%A1%E5%BB%BA%E8%AE%BE%E7%AE%A1%E7%90%86%E5%A7%94%E5%91%98%E4%BC%9A%E5%85%B3%E4%BA%8E%E6%89%B9%E5%87%86%E3%80%8A%E7%9B%BE%E6%9E%84%E9%9A%A7%E9%81%93%E5%A3%81%E5%90%8E%E6%B3%A8%E6%B5%86%E8%B4%A8%E9%87%8F%E6%A3%80%E6%B5%8B%E6%8A%80%E6%9C%AF%E6%A0%87%E5%87%86%E3%80%8B%E4%B8%BA%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%B7%A5%E7%A8%8B%E5%BB%BA%E8%AE%BE%E8%A7%84%E8%8C%83%E7%9A%84%E9%80%9A%E7%9F%A5.pdf		新批准，现行标准栏目未收录
设备与智能化	建筑信息模型技术应用标准（市政给水排水工程）		2025-09-10	沪建标定〔2025〕372 号	上海市住房和城乡建设管理委员会	https://zjw.sh.gov.cn/jsgl/20250910/4dac7fd900a44148909f6ee533e242fa.html			https://zjw.sh.gov.cn/cmsres/df/df40c511c13746dcb442bb2321d4bb34/b80791aa8c389e36eb5f8dc5f0058ce6.pdf	新批准，现行标准栏目未收录
结构与抗震	城镇污水处理工程混凝土结构耐久性技术标准		2025-08-28	沪建标定〔2025〕426号	上海市住房和城乡建设管理委员会	https://www.shanghai.gov.cn/zhengce/detail?businessId=5161d2a7dc5f4791922c0af7bd5b809c&siteId=0011		https://www.shanghai.gov.cn/gwk/resource/file?pathname=2/0011/bb/bb820017f32043da8cb7d7e11058d6ac/b80791aa8c389e36eb5f8dc5f0058ce6.pdf&filename=%E4%B8%8A%E6%B5%B7%E5%B8%82%E4%BD%8F%E6%88%BF%E5%92%8C%E5%9F%8E%E4%B9%A1%E5%BB%BA%E8%AE%BE%E7%AE%A1%E7%90%86%E5%A7%94%E5%91%98%E4%BC%9A%E5%85%B3%E4%BA%8E%E6%89%B9%E5%87%86%E3%80%8A%E5%9F%8E%E9%95%87%E6%B1%A1%E6%B0%B4%E5%A4%84%E7%90%86%E5%B7%A5%E7%A8%8B%E6%B7%B7%E5%87%9D%E5%9C%9F%E7%BB%93%E6%9E%84%E8%80%90%E4%B9%85%E6%80%A7%E6%8A%80%E6%9C%AF%E6%A0%87%E5%87%86%E3%80%8B%E4%B8%BA%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%B7%A5%E7%A8%8B%E5%BB%BA%E8%AE%BE%E8%A7%84%E8%8C%83%E7%9A%84%E9%80%9A%E7%9F%A5.pdf		新批准，现行标准栏目未收录
规划与不动产	公共厕所规划和设计标准	DG/TJ08-401-2016	2025-08-28	沪建标定〔2025〕425号	上海市住房和城乡建设管理委员会	https://www.shanghai.gov.cn/zhengce/detail?businessId=933ad6164d924b83a0c7b10f82ebed07&siteId=0011	https://zjw.sh.gov.cn/cmsres/15/15d1e30fce6a486da09b453aaac2fcff/6c31d4056b2d72cfa98694f1db100a70.pdf	https://www.shanghai.gov.cn/gwk/resource/file?pathname=2/0011/6a/6a8deed8258a41618e72dbbd4f4bb7f7/b80791aa8c389e36eb5f8dc5f0058ce6.pdf&filename=%E4%B8%8A%E6%B5%B7%E5%B8%82%E4%BD%8F%E6%88%BF%E5%92%8C%E5%9F%8E%E4%B9%A1%E5%BB%BA%E8%AE%BE%E7%AE%A1%E7%90%86%E5%A7%94%E5%91%98%E4%BC%9A%E5%85%B3%E4%BA%8E%E6%89%B9%E5%87%86%E3%80%8A%E5%85%AC%E5%85%B1%E5%8E%95%E6%89%80%E8%A7%84%E5%88%92%E5%92%8C%E8%AE%BE%E8%AE%A1%E6%A0%87%E5%87%86%E3%80%8B%E4%B8%BA%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%B7%A5%E7%A8%8B%E5%BB%BA%E8%AE%BE%E8%A7%84%E8%8C%83%E7%9A%84%E9%80%9A%E7%9F%A5.pdf		现行标准栏目已收录/实施 2017-05-01
勘察与测绘	上海市智能网联汽车测绘地理信息安全管理导则（试行）		2025-08-25	沪规划资源调〔2025〕328号	上海市规划和自然资源局	https://www.shanghai.gov.cn/zhengce/detail?businessId=7fb303a0931747f9a4f24b34dc4bfe60&siteId=0032		https://www.shanghai.gov.cn/gwk/resource/file?pathname=2/0032/ec/ec55f470f8674044bc47fdfa84eb7b9c/ca5e100173fd971579be021dba38b918.pdf&filename=%E5%85%B3%E4%BA%8E%E5%8D%B0%E5%8F%91%E3%80%8A%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%99%BA%E8%83%BD%E7%BD%91%E8%81%94%E6%B1%BD%E8%BD%A6%E6%B5%8B%E7%BB%98%E5%9C%B0%E7%90%86%E4%BF%A1%E6%81%AF%E5%AE%89%E5%85%A8%E7%AE%A1%E7%90%86%E5%AF%BC%E5%88%99%EF%BC%88%E8%AF%95%E8%A1%8C%EF%BC%89%E3%80%8B%E7%9A%84%E9%80%9A%E7%9F%A5.pdf		新批准，现行标准栏目未收录
